miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target
hsa-mir-182-5p,hsa-mir-96-5p,4286,2315,1,0,0,0,0.041,0.06,0
hsa-mir-210-3p,hsa-mir-9-5p,4286,10891,1,0.0075,0.0015,0.047,0.047,0.0525,0.005
hsa-mir-210-3p,hsa-mir-9-5p,4286,10457,1,0.0075,0.0015,0.047,0.379,0.0625,0.0045
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0015,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0.0005,0.002,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0.0005,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0.0005,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.002,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0015,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0.0005,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0015,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0015,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0.0005,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0.0005,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0015,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0015,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0015,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.002,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0.0005,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0.0005,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.0005,0.0455,0.0135,0.0025
hsa-mir-513c-5p,hsa-mir-514b-5p,4609,5728,1,0,0,0.001,0.0455,0.0135,0.0025
hsa-mir-127-5p,hsa-mir-329-3p,8202,50807,1,0.001,0,0.015,0.0135,0.026,0.0075
hsa-mir-127-5p,hsa-mir-885-5p,8202,23389,1,0.001,0.001,0.571,0.0625,0.304,0.004
hsa-mir-329-3p,hsa-mir-654-3p,8202,50807,1,0.001,0.001,0.01,0.016,0.013,0.0045
hsa-mir-127-5p,hsa-mir-329-3p,8202,50807,1,0.0005,0,0.018,0.0135,0.026,0.0075
hsa-mir-127-5p,hsa-mir-379-5p,8202,50807,1,0.0005,0.002,0.0665,0.0125,0.0135,0.0085
hsa-mir-127-5p,hsa-mir-654-3p,8202,9969,1,0.001,0.001,0.053,0.079,0.0325,0.0055
hsa-mir-329-3p,hsa-mir-654-3p,8202,50807,1,0,0.0005,0.012,0.016,0.013,0.0045
hsa-mir-127-5p,hsa-mir-379-5p,8202,50807,1,0.0015,0.002,0.043,0.0125,0.0135,0.0085
hsa-mir-127-5p,hsa-mir-654-3p,8202,9969,1,0,0.001,0.0435,0.079,0.0325,0.0055
hsa-mir-127-5p,hsa-mir-758-3p,8202,50807,1,0,0.0015,0.0415,0.0105,0.017,0.008
hsa-mir-127-5p,hsa-mir-885-5p,8202,23389,1,0.0005,0.001,0.5745,0.0625,0.304,0.004
hsa-mir-654-3p,hsa-mir-758-3p,8202,9969,1,0.001,0.001,0.063,0.0215,0.019,0.007
hsa-mir-654-3p,hsa-mir-758-3p,8202,50807,1,0.001,0.001,0.063,0.013,0.014,0.0065
hsa-mir-127-5p,hsa-mir-379-5p,8202,50807,1,0.0005,0.0015,0.0475,0.0125,0.0135,0.0085
hsa-mir-127-5p,hsa-mir-654-3p,8202,9969,1,0,0,0.0555,0.079,0.0325,0.0055
hsa-mir-127-5p,hsa-mir-758-3p,8202,50807,1,0,0.0005,0.0715,0.0105,0.017,0.008
hsa-mir-299-3p,hsa-mir-654-3p,8202,50807,1,0.0025,0.0015,0.317,0.1455,0.014,0.0045
hsa-mir-299-3p,hsa-mir-758-3p,8202,50807,1,0.001,0,0.4735,0.133,0.02,0.0065
hsa-mir-654-3p,hsa-mir-758-3p,8202,9969,1,0.0015,0.0005,0.0615,0.0215,0.019,0.007
hsa-mir-654-3p,hsa-mir-758-3p,8202,50807,1,0.0015,0.0005,0.0615,0.013,0.014,0.0065
hsa-mir-329-3p,hsa-mir-654-3p,8202,50807,1,0.001,0.003,0.0145,0.016,0.013,0.0045
hsa-mir-654-3p,hsa-mir-758-3p,8202,9969,1,0.001,0.0015,0.0555,0.0215,0.019,0.007
hsa-mir-654-3p,hsa-mir-758-3p,8202,50807,1,0.001,0.0015,0.0555,0.013,0.014,0.0065
hsa-mir-127-5p,hsa-mir-379-5p,8202,50807,1,0.0005,0.001,0.037,0.0125,0.0135,0.0085
hsa-mir-127-5p,hsa-mir-758-3p,8202,50807,1,0.0015,0.0015,0.0435,0.0105,0.017,0.008
hsa-mir-127-5p,hsa-mir-885-5p,8202,23389,1,0.0005,0.0015,0.552,0.0625,0.304,0.004
hsa-mir-127-5p,hsa-mir-329-3p,8202,50807,1,0.0005,0.001,0.0215,0.0135,0.026,0.0075
hsa-mir-127-5p,hsa-mir-379-5p,8202,50807,1,0.0005,0.001,0.032,0.0125,0.0135,0.0085
hsa-mir-127-5p,hsa-mir-654-3p,8202,9969,1,0.001,0.0015,0.0415,0.079,0.0325,0.0055
hsa-mir-127-5p,hsa-mir-758-3p,8202,50807,1,0.0005,0.0035,0.0565,0.0105,0.017,0.008
hsa-mir-127-5p,hsa-mir-885-5p,8202,23389,1,0.001,0.002,0.569,0.0625,0.304,0.004
hsa-mir-299-3p,hsa-mir-654-3p,8202,50807,1,0.003,0.0005,0.3265,0.1455,0.014,0.0045
hsa-mir-299-3p,hsa-mir-758-3p,8202,50807,1,0.001,0.001,0.506,0.133,0.02,0.0065
hsa-mir-329-3p,hsa-mir-654-3p,8202,50807,1,0,0.0015,0.012,0.016,0.013,0.0045
hsa-mir-654-3p,hsa-mir-758-3p,8202,9969,1,0.0015,0,0.055,0.0215,0.019,0.007
hsa-mir-654-3p,hsa-mir-758-3p,8202,50807,1,0.0015,0,0.055,0.013,0.014,0.0065
hsa-mir-127-5p,hsa-mir-758-3p,8202,50807,1,0.001,0.0005,0.0515,0.0105,0.017,0.008
hsa-mir-127-5p,hsa-mir-885-5p,8202,23389,1,0,0.001,0.578,0.0625,0.304,0.004
hsa-mir-127-5p,hsa-mir-329-3p,8202,50807,1,0.001,0.0015,0.0225,0.0135,0.026,0.0075
hsa-mir-127-5p,hsa-mir-379-5p,8202,50807,1,0.0005,0.0015,0.045,0.0125,0.0135,0.0085
hsa-mir-127-5p,hsa-mir-758-3p,8202,50807,1,0.0025,0.001,0.0455,0.0105,0.017,0.008
hsa-mir-127-5p,hsa-mir-885-5p,8202,23389,1,0,0.002,0.587,0.0625,0.304,0.004
hsa-mir-299-3p,hsa-mir-758-3p,8202,50807,1,0.001,0.0005,0.4435,0.133,0.02,0.0065
hsa-mir-127-5p,hsa-mir-329-3p,8202,50807,1,0.0005,0.001,0.0155,0.0135,0.026,0.0075
hsa-mir-127-5p,hsa-mir-379-5p,8202,50807,1,0.001,0.0015,0.0415,0.0125,0.0135,0.0085
hsa-mir-127-5p,hsa-mir-654-3p,8202,9969,1,0.001,0.0015,0.049,0.079,0.0325,0.0055
hsa-mir-127-5p,hsa-mir-758-3p,8202,50807,1,0,0.0025,0.062,0.0105,0.017,0.008
hsa-mir-127-5p,hsa-mir-885-5p,8202,23389,1,0.001,0.002,0.5925,0.0625,0.304,0.004
hsa-mir-299-3p,hsa-mir-654-3p,8202,50807,1,0.0015,0.0005,0.2955,0.1455,0.014,0.0045
hsa-mir-329-3p,hsa-mir-654-3p,8202,50807,1,0.0005,0,0.018,0.016,0.013,0.0045
hsa-mir-654-3p,hsa-mir-758-3p,8202,9969,1,0.001,0.0025,0.0595,0.0215,0.019,0.007
hsa-mir-654-3p,hsa-mir-758-3p,8202,50807,1,0.001,0.0025,0.0595,0.013,0.014,0.0065
hsa-mir-127-5p,hsa-mir-379-5p,8202,50807,1,0.001,0.0015,0.0435,0.0125,0.0135,0.0085
hsa-mir-127-5p,hsa-mir-654-3p,8202,9969,1,0,0.003,0.05,0.079,0.0325,0.0055
hsa-mir-127-5p,hsa-mir-758-3p,8202,50807,1,0,0.0015,0.0535,0.0105,0.017,0.008
hsa-mir-127-5p,hsa-mir-885-5p,8202,23389,1,0.001,0.003,0.5885,0.0625,0.304,0.004
hsa-mir-299-3p,hsa-mir-654-3p,8202,50807,1,0.002,0.001,0.299,0.1455,0.014,0.0045
hsa-mir-299-3p,hsa-mir-758-3p,8202,50807,1,0.001,0.001,0.4145,0.133,0.02,0.0065
hsa-mir-654-3p,hsa-mir-758-3p,8202,9969,1,0.0015,0.0015,0.073,0.0215,0.019,0.007
hsa-mir-654-3p,hsa-mir-758-3p,8202,50807,1,0.0015,0.0015,0.073,0.013,0.014,0.0065
