miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target
hsa-mir-18a-5p,hsa-mir-18b-5p,2099,858,1,0.001,0.0085,0.8805,0.0265,0.1095,0.0035
hsa-mir-18a-5p,hsa-mir-18b-5p,2099,3791,1,0.001,0.0085,0.8805,0.0755,0.0355,0.003
