miRNA1,miRNA2,TF,Target,ModeOfRegulation,TwoVar_mirna1_tf,TwoVar_mirna2_tf,mirna1mirna2_tf,TwoVar_mirna1_target,TwoVar_mirna2_target,mirna1mirna2_target
hsa-mir-18a-3p,hsa-mir-18a-5p,4782,211,1,0.0085,0,0.005,0.0795,0.0365,0.004
hsa-mir-199b-3p,hsa-mir-708-5p,4780,1728,1,0.001,0.0085,0.92,0.25,0.058,0.006
